ex_t_menhir_l_01	E 22 5
okur	I hla oad, okur's house
shurkul gro-sharga	I hla oad, shurkul gro-sharga's house
common_robe_05_b	I hlaalu ancestral tomb
p_frost_shield_s	I hleran ancestral tomb
p_paralyze_q	I hleran ancestral tomb
trollbone_cuirass	I hlervi ancestral tomb
sc_malaki	I hlervu ancestral tomb
dahnara	I hlormaren, dome
de_p_chest_02_brilnosu1	I hlormaren, dome
index_andra	I hlormaren, dome
s'vandra	I hlormaren, dome
arnskar	I hlormaren, keep, bottom level
avon ravel	I hlormaren, keep, bottom level
bauril	I hlormaren, keep, bottom level
bilos andrethi	I hlormaren, keep, bottom level
common_skirt_01	I hlormaren, keep, bottom level
de_p_chest_02_avonravel	I hlormaren, keep, bottom level
dothruviel	I hlormaren, keep, bottom level
lorod	I hlormaren, keep, bottom level
meven uvaren	I hlormaren, keep, bottom level
nag gro-shumba	I hlormaren, keep, bottom level
ondar sarendas	I hlormaren, keep, bottom level
orakh gro-badbu	I hlormaren, keep, bottom level
p_restore_strength_b	I hlormaren, keep, bottom level
sc_insight	I hlormaren, keep, bottom level
sc_savagemight	I hlormaren, keep, bottom level
thelama indalas	I hlormaren, keep, bottom level
ushat gra-gulfim	I hlormaren, keep, bottom level
felsu telas	I hlormaren, keep, top level
fillin	I hlormaren, keep, top level
flame arrow	I hlormaren, keep, top level
fur_greaves	I hlormaren, keep, top level
girynu gilnith	I hlormaren, keep, top level
melsu indalas	I hlormaren, keep, top level
milbereth	I hlormaren, keep, top level
miluru andus	I hlormaren, keep, top level
p_fortify_agility_b	I hlormaren, keep, top level
p_fortify_luck_q	I hlormaren, keep, top level
p_jump_b	I hlormaren, keep, top level
rarusu berethi	I hlormaren, keep, top level
thelvamu sarano	I hlormaren, keep, top level
active_port_maran	I hlormaren, propylon chamber
light_de_lantern_10	I hlormaren, propylon chamber
in_sewer_anchor00	I hlormaren, sewers
in_sewer_raft00	I hlormaren, sewers
arkming the flayer	I hlormaren, underground
de_p_chest_02_berandass	I hlormaren, underground
dreaded_water	I hlormaren, underground
durzum gro-shagrak	I hlormaren, underground
in_stronghold_divider10	I hlormaren, underground
meer	I hlormaren, underground
nisaba	I hlormaren, underground
reemukeeus	I hlormaren, underground
s'renji	I hlormaren, underground
sharog gra-ulfish	I hlormaren, underground
shivani	I hlormaren, underground
smart_snake	I hlormaren, underground
beraren sadri	I holamayan monastery
bk_arcanarestored	I holamayan monastery
bk_chroniclesnchuleft	I holamayan monastery
bookskill_armorer5	I holamayan monastery
bookskill_athletics5	I holamayan monastery
bookskill_block5	I holamayan monastery
bookskill_medium armor5	I holamayan monastery
daynillo lleran	I holamayan monastery
de_p_closet_02_andral	I holamayan monastery
evesa omalas	I holamayan monastery
felayn andral	I holamayan monastery
fraki	I holamayan monastery
gilvas barelo	I holamayan monastery
in_v_roomhol_01	I holamayan monastery
ingred_trama_root_01	I holamayan monastery
light_de_lantern_01_177	I holamayan monastery
mibdinahaz addunipu	I holamayan monastery
taren omothan	I holamayan monastery
tivam sadri	I holamayan monastery
badama andarys	I ibar-dad
bk_ibardad_elante_notes	I ibar-dad
bookskill_axe5_open	I ibar-dad
com_chest_02_vault_01	I ibar-dad
com_chest_daed_ibardad	I ibar-dad
contain_corpse00	I ibar-dad
daedric battle axe	I ibar-dad
daedric staff	I ibar-dad
daedric_fountain_helm	I ibar-dad
elante	I ibar-dad
furn_silverdagger	I ibar-dad
key_ibardad	I ibar-dad
ring of night-eye	I ibar-dad
silver dagger_hanin cursed	I ibar-dad
towershield_eleidon_unique	I ibar-dad
azuk gro-rugob	I ibishammus, shrine
garzonk gro-mulakh	I ibishammus, shrine
sc_blackweakness	I ibishammus, shrine
chitin_mask_helm	I ienith ancestral tomb
key_ienith_chest	I ienith ancestral tomb
key_ienith_tomb	I ienith ancestral tomb
p_restore_personality_e	I ienith ancestral tomb
steel war axe	I ienith ancestral tomb
active_dae_sheogorath	I ihinipalit, shrine
bjadmund	I ihinipalit, shrine
flora_bc_podplant_04	I ihinipalit, shrine
furn_de_rope_06	I ihinipalit, shrine
gulitte cienne	I ihinipalit, shrine
ormax geles	I ihinipalit, shrine
sc_thirdbarrier	I ihinipalit, shrine
in_mudcave_03	I ilanipu grotto
in_mudcave_16	I ilanipu grotto
in_mudcave_18	I ilanipu grotto
in_pycave_03	I ilunibi, blackened heart
in_pycave_07	I ilunibi, blackened heart
in_pycave_09	I ilunibi, blackened heart
in_pycave_sroom3_02	I ilunibi, blackened heart
in_pycave_sroom4_02	I ilunibi, blackened heart
light_tikitorch01	I ilunibi, blackened heart
in_pycave2_00	I ilunibi, carcass of the saint
in_pycave2_01	I ilunibi, carcass of the saint
in_pycave2_02	I ilunibi, carcass of the saint
in_pycave2_03	I ilunibi, carcass of the saint
in_pycave2_06	I ilunibi, carcass of the saint
in_pycave4_00	I ilunibi, carcass of the saint
in_pycave_14	I ilunibi, carcass of the saint
in_pycave_26	I ilunibi, carcass of the saint
in_pycave_25	I ilunibi, marowak's spine
in_pycave_lroom3_01	I ilunibi, marowak's spine
amulet of 6th house	I ilunibi, soul's rattle
common_shirt_03_c	I ilunibi, soul's rattle
dagoth gares	I ilunibi, soul's rattle
dreamer_05	I ilunibi, soul's rattle
gauntlet_fists_l_unique	I ilunibi, soul's rattle
gauntlet_fists_r_unique	I ilunibi, soul's rattle
in_pycave_10	I ilunibi, soul's rattle
in_pycave_18	I ilunibi, soul's rattle
in_pycave_19	I ilunibi, soul's rattle
p_drain_agility_q	I ilunibi, soul's rattle
red_512_01	I ilunibi, soul's rattle
in_pycave2_05	I ilunibi, tainted marrow
in_pycave_00	I ilunibi, tainted marrow
in_pycave_17	I ilunibi, tainted marrow
chargen boat guard 2	I imperial prison ship
chargen boat guard 3	I imperial prison ship
chargen name	I imperial prison ship
chargen_shipdoor	I imperial prison ship
com_sack_03_wickwheat	I imperial prison ship
in_prison_ship	I imperial prison ship
light_com_lantern_02_200_boat	I imperial prison ship
light_com_lantern_02_64	I imperial prison ship
ship hull barrel	I imperial prison ship
kwama forager	I inanius egg mine
kwama queen_hhem	I inanius egg mine
cruel sparkbolt ring	I indalen ancestral tomb
key_indalen_tomb	I indalen ancestral tomb
p_restore_endurance_q	I indalen ancestral tomb
sc_manarape	I indalen ancestral tomb
sc_selynsmistslippers	I indalen ancestral tomb
iron claymore	I indaren ancestral tomb
jonis	I indaren ancestral tomb
p_fortify_agility_e	I indaren ancestral tomb
p_frost_shield_c	I indaren ancestral tomb
pegasai	I indaren ancestral tomb
tyronius	I indaren ancestral tomb
banden indarys	I indarys manor
bonemold_founders_helm	I indarys manor
ebony arrow	I indarys manor
ebony throwing star	I indarys manor
galvene othrobar	I indarys manor
garila vedas	I indarys manor
ienas nadus	I indarys manor
mavis nadram	I indarys manor
p_restore_strength_c	I indarys manor
treram milar	I indarys manor
heniele milielle	I indarys manor, berendas' house
uvele berendas	I indarys manor, berendas' house
bookskill_heavy armor4	I indarys manor, manor services
de_drawers_02_fcommonde	I indarys manor, manor services
gilyne omoren	I indarys manor, manor services
lliros tures	I indarys manor, manor services
misc_lw_bowl	I indarys manor, manor services
p_fortify_endurance_s	I indarys manor, manor services
arvs raram	I indarys manor, raram's house
bookskill_blunt weapon4	I indarys manor, raram's house
light_de_lantern_03_64	I indarys manor, raram's house
torch_64	I indarys manor, raram's house
erundil	I indoranyon
in_mud_rock_23	I indoranyon
in_mudcave2_s_06	I indoranyon
in_strongruin2_ramp10	I indoranyon
mehrunesworshipper_f01	I indoranyon
mehrunesworshipper_m02	I indoranyon
qorwynn	I indoranyon
active_port_falen	I indoranyon, propylon chamber
active_port_roth	I indoranyon, propylon chamber
adibael hainnabibi	I kaushtababi camp, adibael's yurt
assurdan serdimapal	I kaushtababi camp, adibael's yurt
de_p_chest_02_adibael	I kaushtababi camp, adibael's yurt
bogakh gro-mar	I kaushtarari, shrine
shura gro-urgak	I kaushtarari, shrine
divine judgement silver staff	I ken's test hole
ebony staff caper	I ken's test hole
aldi	I khuul, aldi's shack
brurid	I khuul, brurid's shack
endris dilmyn	I khuul, endris dilmyn's shack
bookskill_short blade3	I khuul, helga's shack
helga	I khuul, helga's shack
miron garer	I khuul, miron garer's shack
nelmyne andules	I khuul, nelmyne andules's shack
bk_spiritofnirn	I khuul, thongar's tradehouse
ondi	I khuul, thongar's tradehouse
shotherra	I khuul, thongar's tradehouse
thongar	I khuul, thongar's tradehouse
ac_shrine_koalcave	I koal cave
dead we male_01	I koal cave
dreugh_koal	I koal cave
in_mud_rock_20	I koal cave
in_mudcave_09	I koal cave
in_mudcave_13	I koal cave
daedric_gauntlet_left	I kogoruhn, bleeding heart
daedric_gauntlet_right	I kogoruhn, bleeding heart
dagoth elam	I kogoruhn, bleeding heart
in_lavacave_nat_exit00	I kogoruhn, bleeding heart
in_lavacave_sroom2_00	I kogoruhn, bleeding heart
in_lavacave_sroom3_00	I kogoruhn, bleeding heart
in_lavacave_sroom3_01	I kogoruhn, bleeding heart
in_lavacave_sroom3_02	I kogoruhn, bleeding heart
in_lavacave_sroom4_01	I kogoruhn, bleeding heart
in_lavacave_sroom4_02	I kogoruhn, bleeding heart
in_lavacave_sroom4_03	I kogoruhn, bleeding heart
in_lavacave_sroom4_04	I kogoruhn, bleeding heart
in_lavacave_sroom4_05	I kogoruhn, bleeding heart
orcish warhammer	I kogoruhn, bleeding heart
shadow_shield	I kogoruhn, bleeding heart
dagoth daynil	I kogoruhn, charma's breath
dagoth fervas	I kogoruhn, charma's breath
dagoth uthol	I kogoruhn, charma's breath
in_lavacave2_06	I kogoruhn, charma's breath
in_lavacave4_00	I kogoruhn, charma's breath
in_lavatrans_00	I kogoruhn, charma's breath
red_1024_01	I kogoruhn, charma's breath
dagoth girer	I kogoruhn, dome of pollock's eve
in_6th_chalk20	I kogoruhn, dome of pollock's eve
misc_goblet_dagoth	I kogoruhn, dome of pollock's eve
dagoth reler	I kogoruhn, dome of urso
in_6th_chalk00	I kogoruhn, dome of urso
in_6th_chalk30	I kogoruhn, dome of urso
in_6th_chalk10	I kogoruhn, hall of maki
in_strong_archway00	I kogoruhn, hall of maki
in_strong_corr4_01	I kogoruhn, hall of maki
in_strong_dualpill00	I kogoruhn, hall of maki
in_strong_ramp00	I kogoruhn, hall of maki
in_strongruin2_balcony00	I kogoruhn, hall of maki
in_strongruin2_balcony10	I kogoruhn, hall of maki
in_strongruin2_corr2_00	I kogoruhn, hall of maki
in_strongruin2_corr2_01	I kogoruhn, hall of maki
in_strongruin2_corr2_02	I kogoruhn, hall of maki
in_strongruin2_corr3_00	I kogoruhn, hall of maki
in_strongruin2_corr3_01	I kogoruhn, hall of maki
in_strongruin2_hall00	I kogoruhn, hall of maki
in_strongruin2_hall01	I kogoruhn, hall of maki
in_strongruin2_hall02	I kogoruhn, hall of maki
in_strongruin2_hall03	I kogoruhn, hall of maki
in_strongruin_divider00	I kogoruhn, hall of maki
in_strongruin_hcorr00	I kogoruhn, hall of maki
light_6th_candle_06	I kogoruhn, hall of maki
thief dead 00	I kogoruhn, hall of maki
warrior dead 00	I kogoruhn, hall of maki
wizard dead 00	I kogoruhn, hall of maki
bk_6thhouseravings	I kogoruhn, hall of phisto
dagoth delnus	I kogoruhn, hall of phisto
in_strongruin_corr2_03	I kogoruhn, hall of phisto
in_strongruin_corr3_00	I kogoruhn, hall of phisto
dagoth baler	I kogoruhn, hall of the watchful touch
crate_de_logo00	I kogoruhn, nabith waterway
dagoth ralas	I kogoruhn, nabith waterway
in_sewer_collapse00	I kogoruhn, nabith waterway
orange_512_01_d	I kogoruhn, nabith waterway
dagoth uvil	I kogoruhn, temple of fey
dagoth ulen	I kogoruhn, vault of aerode
in_strong_corr4_02	I kogoruhn, vault of aerode
in_strong_corr4_03	I kogoruhn, vault of aerode
in_strongruin2_corr2_03	I kogoruhn, vault of aerode
in_strongruin2_corr2_04	I kogoruhn, vault of aerode
in_strongruin2_corr3_02	I kogoruhn, vault of aerode
p_fortify_speed_s	I kogoruhn, vault of aerode
p_restore_strength_s	I kogoruhn, vault of aerode
daedroth_menta_unique	I kora-dur
in_pycave2_08	I kora-dur
in_pycave2_09	I kora-dur
in_pycave_08	I kora-dur
p_night-eye_q	I kora-dur
p_poison_resistance_e	I kora-dur
adharanji	I kudanat
ah-meesei	I kudanat
bookskill_short blade1	I kudanat
falion	I kudanat
heedul	I kudanat
key_kudanatslaves_01	I kudanat
murag gro-atumph	I kudanat
nalur indrano	I kudanat
oleen-gei	I kudanat
ra'sava	I kudanat
tandasea salas	I kudanat
throknolf the craven	I kudanat
ulenea beloren	I kudanat
vianis tiragrius	I kudanat
adil norvayn	I kumarahaz
alvos sadri	I kumarahaz
com_chest_02_k02	I kumarahaz
daynila andrano	I kumarahaz
dead_mudcrab	I kumarahaz
idula moren	I kumarahaz
tanur llaram	I kumarahaz
alurue saryon	I kunirai
bookskill_marksman1	I kunirai
breves omoril	I kunirai
chest_small_01_ironarw	I kunirai
cruel viperarrow	I kunirai
drendrisa fareloth	I kunirai
evil eye charm	I kunirai
furn_de_cushion_square_09	I kunirai
in_mudcave_10	I kunirai
lleris rathryon	I kunirai
p_restore_agility_e	I kunirai
p_restore_health_e	I kunirai
sc_cureblight_ranged	I kunirai
vadeni rethan	I kunirai
vaves virith	I kunirai
maner uvaren	I kushtashpi, shrine
sticey	I kushtashpi, shrine
ulms saren	I kushtashpi, shrine
netch_leather_boots	I llando ancestral tomb
sc_celerity	I llando ancestral tomb
bookskill_axe4	I lleran ancestral tomb
key_gen_tomb	I lleran ancestral tomb
key_lleran_tomb	I lleran ancestral tomb
sc_messengerscroll	I lleran ancestral tomb
sc_reddespair	I lleran ancestral tomb
key_llervu	I llervu ancestral tomb
de_r_chest_01_sanctus	I llirala's shack
llirala sendas	I llirala's shack
aerin	I maar gan, andus tradehouse
bugdurash gra-gashel	I maar gan, andus tradehouse
de_p_chest_02_miles	I maar gan, andus tradehouse
de_r_closet_01_empty	I maar gan, andus tradehouse
light_de_candle_blue_01_64	I maar gan, andus tradehouse
manse andus	I maar gan, andus tradehouse
miles gloriosus	I maar gan, andus tradehouse
rent_maargan_andus_door	I maar gan, andus tradehouse
uram gro-glorzuf	I maar gan, andus tradehouse
key_assi_serimilk	I maar gan, assi serimilk's hut
assirari zama-rasour	I maar gan, assirari zama-rasour's hut
silver viperaxe	I maar gan, guard tower 2
de_p_chest_02_huleen	I maar gan, huleen's hut
de_p_desk_01_huleen	I maar gan, huleen's hut
key_huleen's_hut	I maar gan, huleen's hut
listien bierles	I maar gan, huleen's hut
scamp_mg_apprentice	I maar gan, huleen's hut
mabrelle geles	I maar gan, mabrelle geles's hut
alds baro	I maar gan, outpost
arvso tharen	I maar gan, outpost
bk_ravilamemorial	I maar gan, outpost
cloth bracer left	I maar gan, outpost
cloth bracer right	I maar gan, outpost
com_chest_02_v_armor08	I maar gan, outpost
de_drawers_02_fclothes9	I maar gan, outpost
furn_bannerd_wa_shop_d4_02	I maar gan, outpost
iron arrow	I maar gan, outpost
nuleno tedas	I maar gan, outpost
saryn sarothril	I maar gan, outpost
sedris omalen	I maar gan, outpost
silver arrow	I maar gan, outpost
silver viperslayer	I maar gan, outpost
steel bolt	I maar gan, outpost
de_p_closet_02_gavin	I maar gan, shilipuran zama-rasour's hut
ac_maar_gan_magic_rock	I maar gan, shrine
breyns othravel	I maar gan, shrine
dremora_ttmg	I maar gan, shrine
garry	I maar gan, shrine
index_falas	I maar gan, shrine
salen ravel	I maar gan, shrine
sinia	I maar gan, shrine
tralas rendas	I maar gan, shrine
tashpi ashibael	I maar gan, tashpi ashibael's hut
ulisamsi saddarnuran	I maar gan, ulisamsi shaddarnuran's hut
yeherradad	I maar gan, yeherradad's hut
bookskill_conjuration2	I maba-ilu
faire	I maba-ilu
sc_stormward	I maba-ilu
voneri renim	I maba-ilu
arannir	I mababi
dondreth	I mababi
lielle vette	I mababi
reron rinith	I mababi
in_mudcave_27	I madas grotto
kwama queen_madas	I madas-zebba egg mine
bulfim_gra_shugarz	I maelkashishi, shrine
depusanis denian	I maelkashishi, shrine
horulia jannus	I maelkashishi, shrine
in_dae_hall_l_4way_02	I maelkashishi, shrine
lloden tenim	I maelkashishi, shrine
daedric long bow	I maelkashishi, shrine, forgotten galleries
index_falen	I maelkashishi, shrine, forgotten galleries
sc_gamblersprayer	I maelkashishi, shrine, forgotten galleries
in_pycave_form30	I maelu egg mine
kwama queen_maesa	I maesa-shammus egg mine
warrior dead 02	I maesa-shammus egg mine
dremora_special_fyr	I magas volar
girara teran	I mallapi
marthe arthe	I mallapi
ruran stoine	I mallapi
in_boneboulder00	I mamaea, sanctum of awakening
in_boneboulder01	I mamaea, sanctum of awakening
in_boneboulder02	I mamaea, sanctum of awakening
in_boneboulder03	I mamaea, sanctum of awakening
in_boneboulder04	I mamaea, sanctum of awakening
in_boneboulder05	I mamaea, sanctum of awakening
in_bonecave2_s_04	I mamaea, sanctum of awakening
in_bonecave2_s_07	I mamaea, sanctum of awakening
in_bonecave4_s_00	I mamaea, sanctum of awakening
in_bonecave_doorway00	I mamaea, sanctum of awakening
in_mudcave_form20	I mamaea, sanctum of awakening
dagoth araynys	I mamaea, sanctum of black hope
dreamer guard	I mamaea, sanctum of black hope
hannat zainsubani	I mamaea, sanctum of black hope
in_bonecave2_s_00	I mamaea, sanctum of black hope
in_bonecave_exit00	I mamaea, sanctum of black hope
in_mudcave_sroom2_00	I mamaea, sanctum of black hope
in_mudcave_sroom3_00	I mamaea, sanctum of black hope
in_mudcave_sroom3_01	I mamaea, sanctum of black hope
in_mudcave_sroom3_02	I mamaea, sanctum of black hope
in_mudcave_sroom4_01	I mamaea, sanctum of black hope
in_mudcave_sroom4_02	I mamaea, sanctum of black hope
in_mudcave_sroom4_05	I mamaea, sanctum of black hope
dagger_fang_unique	I mamaea, shrine of pitted dreams
dreamer priest	I mamaea, shrine of pitted dreams
ebony_boots	I mamaea, shrine of pitted dreams
in_bonecave2_s_01	I mamaea, shrine of pitted dreams
in_bonecave2_s_02	I mamaea, shrine of pitted dreams
